,Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,RelStatus,amountSpent,numOfPurchases,numOfMinorsHome,prvAcceptedCampaigns,dateCust,dateCustYear,custAge
1171,1974,2n Cycle,20130.0,99,8,0,0,Coupled,34,5,0,0,2014-03-17,2014,40
1172,1990,PhD,74214.0,3,5,0,0,Coupled,1711,16,0,0,2012-08-26,2012,22
1173,1957,Master,66726.0,61,7,0,0,Coupled,438,17,2,1,2014-01-12,2014,57
1174,1979,Basic,23724.0,65,8,0,0,Coupled,75,7,1,0,2013-01-08,2013,34
1175,1960,Master,47353.0,93,5,0,0,Coupled,225,13,1,0,2013-11-13,2013,53
1176,1952,Master,33444.0,24,8,0,0,Coupled,18,4,2,0,2012-11-03,2012,60
1177,1981,Graduation,54386.0,8,3,0,0,Coupled,470,17,1,0,2013-05-17,2013,32
1178,1981,Graduation,28510.0,72,5,0,0,Single,91,9,2,0,2013-04-13,2013,32
1179,1991,Master,90638.0,29,1,0,0,Single,2525,18,0,1,2014-02-13,2014,23
1180,1950,Graduation,48070.0,33,7,1,0,Coupled,504,19,1,0,2013-01-13,2013,63
1181,1957,Graduation,43140.0,68,6,0,0,Coupled,235,11,1,0,2013-01-05,2013,56
1182,1961,PhD,54959.0,55,7,0,1,Single,1232,21,1,1,2013-01-19,2013,52
1183,1958,Basic,15056.0,76,5,0,0,Single,88,12,2,0,2013-05-03,2013,55
1184,1971,Graduation,26954.0,17,7,0,0,Single,17,4,1,0,2014-05-08,2014,43
1185,1985,Graduation,22327.0,94,5,0,0,Single,24,5,1,0,2013-08-02,2013,28
1186,1965,Graduation,44393.0,86,4,0,0,Coupled,60,7,2,0,2013-08-22,2013,48
1187,1952,PhD,62000.0,25,4,0,0,Single,1020,26,1,1,2013-08-25,2013,61
1188,1962,PhD,31497.0,22,8,0,0,Coupled,155,10,1,0,2012-12-06,2012,50
1189,1974,2n Cycle,45894.0,15,5,0,0,Coupled,51,5,2,0,2014-02-27,2014,40
1190,1970,Master,78579.0,35,3,0,1,Single,1812,16,0,0,2012-12-22,2012,42
1191,1969,Master,67369.0,81,4,0,1,Single,1461,25,1,2,2012-11-17,2012,43
1192,1960,Graduation,58401.0,55,4,0,0,Single,96,6,1,0,2014-04-20,2014,54
1193,1952,Graduation,62307.0,94,5,0,0,Single,160,9,1,0,2014-02-17,2014,62
1194,1969,Master,43641.0,50,6,0,0,Coupled,139,10,2,0,2013-04-22,2013,44
1195,1968,Master,63841.0,64,6,0,0,Single,908,22,1,0,2013-04-21,2013,45
1196,1965,2n Cycle,46891.0,91,4,0,0,Coupled,183,8,1,0,2013-09-01,2013,48
1197,1969,Master,70091.0,11,8,0,0,Coupled,1161,19,1,1,2013-03-31,2013,44
1198,1972,PhD,78075.0,72,1,0,0,Coupled,988,14,0,0,2014-04-05,2014,42
1199,1961,2n Cycle,59184.0,6,5,0,0,Single,1072,27,1,0,2012-09-09,2012,51
1200,1977,Graduation,54809.0,0,4,0,0,Coupled,174,12,2,0,2013-09-11,2013,36
1201,1959,Graduation,58113.0,66,7,1,0,Coupled,758,22,1,0,2013-01-25,2013,54
1202,1958,Master,51412.0,42,4,0,0,Coupled,195,11,1,0,2013-12-31,2013,55
1203,1979,Graduation,15287.0,60,7,0,1,Single,31,6,1,1,2012-10-10,2012,33
1204,1957,Master,66636.0,64,1,0,0,Coupled,1084,17,0,0,2013-08-17,2013,56
1205,1956,Master,50965.0,87,8,0,0,Coupled,685,22,1,1,2013-02-20,2013,57
1206,1965,PhD,84618.0,96,2,0,0,Coupled,1672,26,0,1,2013-11-22,2013,48
1207,1990,Graduation,18351.0,1,7,0,0,Coupled,43,6,0,0,2013-10-29,2013,23
1208,1957,PhD,40451.0,54,5,0,0,Coupled,49,5,2,1,2014-02-16,2014,57
1209,1965,Graduation,36317.0,53,7,0,0,Coupled,133,9,1,0,2013-05-22,2013,48
1210,1957,Graduation,42213.0,96,7,0,0,Coupled,363,15,1,1,2013-10-12,2013,56
1211,1955,Graduation,65748.0,58,1,1,0,Coupled,545,18,1,0,2013-04-15,2013,58
1212,1972,Graduation,77044.0,12,4,0,0,Coupled,1065,31,1,1,2013-10-27,2013,41
1213,1969,Graduation,74918.0,78,3,0,0,Coupled,2047,21,0,1,2013-03-12,2013,44
1214,1972,Graduation,56721.0,64,6,0,0,Coupled,296,15,2,0,2012-10-31,2012,40
1215,1975,Graduation,42160.0,26,6,0,1,Single,140,11,2,0,2013-06-28,2013,38
1216,1965,Graduation,61559.0,8,3,0,0,Single,530,17,1,0,2013-07-17,2013,48
1217,1963,PhD,33629.0,49,9,0,0,Coupled,152,13,2,0,2012-08-08,2012,49
1218,1991,PhD,68682.0,56,2,0,0,Coupled,1598,24,0,0,2013-10-06,2013,22
1219,1963,Graduation,34377.0,55,7,0,0,Single,114,8,1,0,2013-01-19,2013,50
1220,1986,Basic,8940.0,25,8,0,0,Single,101,10,1,0,2012-08-22,2012,26
1221,1973,Graduation,26228.0,50,8,0,0,Coupled,25,4,1,0,2013-09-22,2013,40
1222,1957,2n Cycle,77297.0,84,4,0,0,Single,789,22,0,1,2013-01-26,2013,56
1223,1981,Graduation,40211.0,30,8,0,0,Coupled,87,7,2,1,2013-07-30,2013,32
1224,1958,PhD,33438.0,81,5,0,0,Single,90,11,2,0,2013-09-22,2013,55
1225,1959,PhD,75032.0,74,3,0,0,Coupled,1215,20,1,0,2013-04-28,2013,54
1226,1955,PhD,61284.0,76,6,0,0,Single,811,22,0,1,2013-10-12,2013,58
1227,1986,Graduation,22518.0,36,5,0,1,Coupled,61,7,1,1,2012-10-22,2012,26
1228,1975,Master,54730.0,64,4,0,0,Coupled,405,18,1,0,2013-08-15,2013,38
1229,1955,Master,38452.0,62,7,0,0,Coupled,72,9,2,0,2014-03-30,2014,59
1230,1971,Graduation,44421.0,53,8,0,0,Single,189,14,2,0,2013-02-15,2013,42
1231,1986,PhD,38197.0,86,5,0,0,Coupled,40,5,1,0,2013-06-29,2013,27
1232,1978,Graduation,41986.0,15,4,0,0,Single,63,10,1,0,2014-02-09,2014,36
1233,1983,Graduation,28427.0,67,8,0,0,Coupled,52,7,1,0,2013-03-21,2013,30
1234,1976,PhD,37395.0,47,6,0,0,Coupled,39,5,1,0,2014-05-02,2014,38
1235,1971,Graduation,64722.0,47,6,0,0,Coupled,805,25,1,0,2014-05-26,2014,43
1236,1956,Master,55249.0,81,3,0,0,Coupled,130,8,1,0,2014-04-17,2014,58
1237,1972,Graduation,84906.0,98,2,0,0,Coupled,1631,24,0,3,2013-10-04,2013,41
1238,1989,Graduation,28691.0,56,8,0,0,Coupled,34,5,1,0,2013-07-04,2013,24
1239,1952,Graduation,44213.0,48,6,0,0,Single,152,12,2,0,2013-11-29,2013,61
1240,1984,Basic,25707.0,18,7,0,0,Single,21,5,1,0,2014-01-18,2014,30
1241,1967,PhD,59062.0,74,4,0,0,Coupled,71,7,3,0,2013-10-03,2013,46
1242,1962,Graduation,76624.0,68,1,0,0,Single,899,23,1,1,2014-05-24,2014,52
1243,1947,Master,66000.0,36,1,0,0,Coupled,711,10,0,0,2014-04-20,2014,67
1244,1978,PhD,27683.0,90,8,0,0,Coupled,351,16,1,0,2012-08-04,2012,34
1245,1971,Graduation,1730.0,65,20,0,0,Single,8,15,0,0,2014-05-18,2014,43
1246,1992,Basic,7500.0,63,9,0,0,Single,119,11,1,0,2012-12-03,2012,20
1247,1968,Graduation,40521.0,82,5,0,0,Coupled,21,4,2,0,2013-04-05,2013,45
1248,1973,PhD,20427.0,63,8,0,0,Coupled,10,4,1,0,2014-03-24,2014,41
1249,1975,Graduation,65106.0,55,6,0,0,Coupled,973,27,1,1,2014-05-24,2014,39
1250,1965,PhD,69969.0,64,3,0,1,Coupled,1536,13,0,2,2013-08-27,2013,48
1251,1952,Graduation,67433.0,51,4,0,0,Coupled,992,28,2,1,2013-07-16,2013,61
1252,1967,PhD,77766.0,97,6,0,1,Coupled,1529,34,1,1,2013-02-22,2013,46
1253,1972,Graduation,74716.0,92,4,0,0,Coupled,860,17,1,0,2013-09-12,2013,41
1254,1963,Graduation,68118.0,51,6,0,0,Single,928,23,1,0,2013-10-18,2013,50
1255,1970,PhD,55158.0,72,7,0,1,Coupled,418,18,2,0,2012-07-30,2012,42
1256,1955,2n Cycle,62972.0,39,6,0,1,Coupled,587,16,1,0,2012-08-03,2012,57
1257,1975,Graduation,74190.0,49,2,0,0,Coupled,641,19,1,0,2014-05-12,2014,39
1258,1976,Graduation,39356.0,21,6,0,0,Coupled,23,4,2,1,2014-03-19,2014,38
1259,1969,Graduation,76653.0,91,2,0,0,Coupled,2279,23,0,2,2013-08-16,2013,44
1260,1973,PhD,35860.0,37,5,0,0,Single,49,6,2,1,2014-05-19,2014,41
1261,1983,PhD,90687.0,98,2,0,1,Single,1779,17,0,1,2013-05-22,2013,30
1262,1982,Master,73450.0,85,3,0,0,Coupled,1804,27,0,2,2013-12-05,2013,31
1263,1960,Graduation,31454.0,40,8,0,0,Coupled,48,8,2,0,2013-07-06,2013,53
1264,1952,Graduation,47139.0,2,7,0,1,Single,83,7,2,0,2014-03-06,2014,62
1265,1975,Graduation,83829.0,78,1,0,1,Single,1862,17,0,3,2013-10-08,2013,38
1266,1963,PhD,53378.0,41,8,0,1,Coupled,793,29,2,0,2012-09-24,2012,49
1267,1970,Graduation,19656.0,94,7,0,0,Coupled,84,9,1,0,2013-02-08,2013,43
1268,1948,PhD,45579.0,10,6,0,0,Coupled,183,10,1,0,2013-08-20,2013,65
1269,1958,2n Cycle,85485.0,73,2,0,0,Single,1383,19,0,0,2014-06-21,2014,56
1270,1944,Graduation,55956.0,22,4,0,0,Coupled,999,16,0,1,2014-04-07,2014,70
1271,1963,Master,64191.0,30,3,0,0,Single,825,24,1,0,2013-01-22,2013,50
1272,1972,Graduation,38808.0,21,8,0,1,Single,246,14,1,1,2012-08-26,2012,40
1273,1966,Master,57183.0,51,8,0,0,Coupled,610,25,2,0,2013-03-19,2013,47
1274,1968,Master,23748.0,97,8,0,0,Single,76,9,1,0,2012-11-21,2012,44
1275,1971,Graduation,66303.0,56,8,0,0,Coupled,1286,22,1,1,2013-02-26,2013,42
1276,1975,Master,37368.0,4,6,0,0,Coupled,30,4,1,1,2013-12-16,2013,38
1277,1964,Graduation,40800.0,77,7,1,0,Coupled,99,8,3,0,2013-01-01,2013,49
1278,1978,Graduation,71847.0,95,3,0,0,Single,1192,22,0,1,2012-09-21,2012,34
1279,1975,Graduation,46149.0,36,5,0,0,Coupled,362,18,1,0,2013-11-29,2013,38
1280,1983,Graduation,78687.0,13,2,0,1,Coupled,2130,19,0,1,2012-08-09,2012,29
1281,1971,2n Cycle,49118.0,90,7,0,1,Single,1229,28,0,2,2012-08-18,2012,41
1282,1957,PhD,37633.0,49,9,0,0,Coupled,38,6,2,0,2012-09-20,2012,55
1283,1951,Master,39767.0,18,8,0,0,Coupled,485,17,0,0,2013-07-21,2013,62
1284,1951,Basic,26997.0,89,7,0,0,Coupled,434,13,0,0,2012-11-05,2012,61
1285,1970,Graduation,33986.0,43,7,0,0,Single,44,5,1,0,2013-03-14,2013,43
1286,1972,PhD,57091.0,82,7,0,1,Coupled,496,18,1,1,2012-11-23,2012,40
1287,1969,2n Cycle,46831.0,84,4,0,0,Coupled,78,7,2,0,2013-06-08,2013,44
1288,1972,Master,83151.0,80,2,0,1,Coupled,2346,23,0,3,2013-02-10,2013,41
1289,1971,Graduation,52531.0,68,6,0,0,Coupled,794,21,0,0,2012-12-30,2012,41
1290,1956,Graduation,15759.0,12,7,0,0,Coupled,17,4,0,0,2013-09-05,2013,57
1291,1971,Graduation,22804.0,75,9,0,0,Single,26,5,1,0,2013-07-31,2013,42
1292,1973,2n Cycle,43050.0,10,5,0,0,Coupled,76,8,1,0,2014-03-18,2014,41
1293,1977,PhD,42997.0,91,7,0,0,Single,15,4,2,0,2013-12-07,2013,36
1294,1963,PhD,48918.0,21,4,0,0,Single,62,7,2,0,2014-04-12,2014,51
1295,1954,Master,60033.0,28,2,0,0,Coupled,198,10,1,0,2014-03-29,2014,60
1296,1978,PhD,34043.0,97,9,0,0,Coupled,49,5,1,0,2013-10-25,2013,35
1297,1966,Graduation,57811.0,49,5,0,0,Coupled,802,25,1,1,2013-06-24,2013,47
1298,1946,Graduation,78569.0,14,1,0,1,Coupled,1736,15,0,1,2014-02-19,2014,68
1299,1978,Graduation,7500.0,5,6,0,0,Single,57,10,2,0,2012-12-27,2012,34
1300,1971,Master,157733.0,37,1,0,0,Coupled,59,2,1,0,2013-06-04,2013,42
1301,1953,Graduation,94384.0,62,2,0,1,Coupled,2302,18,0,3,2013-03-04,2013,60
1302,1985,2n Cycle,23148.0,83,7,0,0,Coupled,37,6,0,0,2014-02-18,2014,29
1303,1970,Graduation,44267.0,48,9,0,0,Single,310,16,2,0,2013-02-25,2013,43
1304,1979,Graduation,71626.0,94,3,0,0,Coupled,1305,19,0,1,2012-11-01,2012,33
1305,1966,Graduation,60894.0,61,7,0,0,Coupled,832,26,1,0,2013-06-28,2013,47
1306,1976,Graduation,50200.0,70,8,0,0,Coupled,401,19,2,0,2013-04-03,2013,37
1307,1965,PhD,81051.0,43,2,0,0,Coupled,1501,23,0,2,2014-05-23,2014,49
1308,1982,Graduation,65169.0,23,6,0,1,Coupled,1189,28,0,4,2014-01-14,2014,32
1309,1972,Graduation,59868.0,37,6,0,0,Coupled,1194,32,1,0,2013-07-22,2013,41
1310,1960,PhD,65695.0,50,4,0,0,Coupled,656,21,1,0,2014-01-31,2014,54
1311,1956,Master,64857.0,78,4,0,0,Single,1540,23,0,0,2012-11-23,2012,56
1312,1965,Master,45143.0,74,7,0,0,Coupled,311,15,1,0,2013-08-26,2013,48
1313,1955,2n Cycle,74805.0,14,2,0,0,Coupled,820,26,1,0,2013-11-06,2013,58
1314,1989,2n Cycle,59060.0,77,4,0,0,Coupled,274,14,1,0,2014-01-11,2014,25
1315,1962,PhD,27238.0,39,9,0,0,Single,57,9,2,0,2013-04-20,2013,51
1316,1965,Graduation,47009.0,89,4,0,0,Coupled,448,17,1,0,2013-10-01,2013,48
1317,1973,2n Cycle,46094.0,62,7,0,0,Coupled,44,5,2,0,2014-06-10,2014,41
1318,1972,Graduation,40321.0,59,7,0,0,Coupled,102,8,2,0,2013-07-29,2013,41
1319,1984,Graduation,37235.0,68,4,0,0,Coupled,61,5,1,0,2014-02-01,2014,30
1320,1960,Master,81843.0,13,3,0,0,Coupled,1643,27,0,0,2013-04-22,2013,53
1321,1958,Master,46692.0,37,6,0,0,Coupled,397,15,1,0,2013-06-06,2013,55
1322,1968,Graduation,77382.0,36,1,0,0,Coupled,1121,26,1,1,2014-01-07,2014,46
1323,1977,Graduation,37774.0,28,9,1,1,Single,473,16,2,1,2012-09-03,2012,35
1324,1974,Basic,18393.0,2,8,0,0,Coupled,50,8,1,0,2014-03-29,2014,40
1325,1962,Master,72828.0,17,7,0,0,Coupled,1678,28,1,0,2013-02-14,2013,51
1326,1982,Graduation,24711.0,86,7,0,0,Coupled,58,7,0,0,2014-04-18,2014,32
1327,1975,PhD,45503.0,54,5,0,0,Coupled,170,9,1,0,2013-09-25,2013,38
1328,1982,Master,6560.0,2,17,0,0,Single,373,2,0,0,2013-12-12,2013,31
1329,1945,PhD,71604.0,3,4,0,1,Coupled,1196,17,0,1,2013-11-17,2013,68
1330,1979,Graduation,27244.0,84,7,0,0,Coupled,101,8,1,0,2014-03-07,2014,35
1331,1969,Graduation,48752.0,8,9,0,1,Coupled,316,17,2,0,2012-12-12,2012,43
1332,1962,Graduation,71434.0,4,4,0,0,Coupled,1400,21,1,2,2013-09-18,2013,51
1333,1948,Graduation,90842.0,57,1,0,0,Single,1424,27,0,0,2013-07-29,2013,65
1334,1978,Master,88097.0,24,9,0,1,Coupled,844,20,1,3,2012-08-18,2012,34
1335,1975,Graduation,51948.0,51,5,0,0,Coupled,311,13,1,0,2013-09-17,2013,38
1336,1982,Graduation,71853.0,29,1,0,0,Coupled,1149,17,0,0,2013-05-08,2013,31
1337,1983,Master,35876.0,13,6,0,0,Coupled,129,8,0,0,2014-04-20,2014,31
1338,1952,Graduation,40049.0,23,6,0,0,Single,32,5,1,0,2013-10-16,2013,61
1339,1982,Graduation,39660.0,36,9,0,1,Single,299,14,1,0,2012-08-08,2012,30
1340,1962,Graduation,50127.0,88,6,0,0,Coupled,320,13,1,1,2014-05-29,2014,52
1341,1977,Master,43263.0,2,5,0,0,Coupled,441,16,1,0,2012-11-21,2012,35
1342,1949,Master,62845.0,3,8,0,1,Coupled,1178,28,2,1,2012-10-01,2012,63
1343,1990,Graduation,18929.0,15,6,0,0,Coupled,85,6,0,0,2013-02-16,2013,23
1344,1982,Basic,24367.0,58,9,0,0,Single,24,4,1,0,2013-03-20,2013,31
1345,1975,Graduation,33249.0,11,6,0,0,Single,112,8,1,0,2013-02-20,2013,38
1346,1959,2n Cycle,26887.0,27,6,0,0,Coupled,30,5,1,0,2013-02-10,2013,54
1347,1983,PhD,50150.0,32,5,0,0,Coupled,410,16,0,0,2013-06-20,2013,30
1348,1976,Graduation,62061.0,12,6,0,0,Coupled,800,24,1,1,2013-08-31,2013,37
1349,1962,PhD,85696.0,88,1,0,1,Single,1313,20,0,0,2013-05-03,2013,51
1350,1956,PhD,76542.0,91,2,0,0,Coupled,1483,23,0,0,2013-03-30,2013,57
1351,1993,Graduation,70515.0,12,2,0,1,Single,1258,17,0,0,2013-10-21,2013,20
1352,1987,Graduation,18227.0,21,8,0,0,Coupled,28,4,1,0,2012-11-08,2012,25
1353,1965,Graduation,69139.0,23,4,0,0,Coupled,227,11,1,0,2014-01-27,2014,49
1354,1982,Graduation,69109.0,10,4,0,1,Coupled,1555,20,0,1,2012-11-09,2012,30
1355,1962,Graduation,69627.0,35,5,0,0,Single,861,23,1,0,2013-03-17,2013,51
1356,1978,Graduation,38136.0,69,8,0,0,Coupled,103,8,1,1,2013-04-22,2013,35
1357,1946,PhD,62159.0,68,4,0,0,Single,634,19,0,0,2014-04-28,2014,68
1358,1963,Graduation,80695.0,85,2,0,0,Single,1918,19,0,0,2013-12-29,2013,50
1359,1971,Master,33316.0,34,6,0,0,Single,131,10,2,0,2013-10-04,2013,42
1360,1968,Graduation,58554.0,55,7,0,0,Coupled,586,22,2,0,2012-09-26,2012,44
1361,1992,Basic,17256.0,10,8,0,0,Coupled,62,7,1,1,2013-11-23,2013,21
1362,1974,Graduation,53034.0,30,8,0,0,Single,447,22,2,0,2013-05-30,2013,39
1363,1950,2n Cycle,52203.0,36,6,0,0,Coupled,939,27,0,0,2012-07-31,2012,62
1364,1977,2n Cycle,59601.0,14,8,0,0,Single,797,15,1,1,2013-07-25,2013,36
1365,1958,Master,75154.0,79,3,0,1,Single,1143,16,1,0,2012-09-04,2012,54
1366,1976,Graduation,47025.0,52,6,0,0,Single,415,17,1,0,2013-11-07,2013,37
1367,1973,Graduation,37971.0,97,8,0,0,Coupled,30,5,1,0,2013-11-25,2013,40
1368,1968,Master,41335.0,24,7,0,0,Single,187,12,1,0,2013-12-26,2013,45
1369,1958,Graduation,67267.0,0,2,0,0,Coupled,251,11,1,0,2014-05-13,2014,56
1370,1975,Graduation,57338.0,96,5,0,0,Single,237,12,1,0,2014-04-29,2014,39
1371,1960,2n Cycle,50523.0,89,6,0,0,Coupled,91,8,2,0,2013-12-25,2013,53
1372,1965,Master,35791.0,94,8,0,0,Single,35,6,3,0,2013-05-06,2013,48
1373,1960,PhD,50611.0,98,6,0,0,Single,493,22,1,1,2012-10-04,2012,52
1374,1969,PhD,56242.0,72,6,0,0,Coupled,971,28,1,0,2013-03-03,2013,44
1375,1960,Graduation,48904.0,1,8,0,0,Single,371,17,1,0,2012-12-02,2012,52
1376,1975,Graduation,56243.0,26,5,0,0,Single,396,20,3,0,2013-12-30,2013,38
1377,1985,Graduation,21355.0,5,6,0,1,Coupled,68,7,1,1,2013-08-20,2013,28
1378,1971,Master,57420.0,22,7,0,0,Coupled,322,15,1,1,2013-06-25,2013,42
1379,1970,Master,49923.86959164438,39,5,0,0,Coupled,317,14,1,0,2013-04-01,2013,43
1380,1955,Master,46390.0,56,7,0,0,Single,222,10,1,0,2014-05-05,2014,59
1381,1956,2n Cycle,54342.0,74,6,0,0,Coupled,177,12,2,0,2013-07-03,2013,57
1382,1958,Graduation,41588.32342155106,87,5,0,0,Coupled,45,5,2,0,2012-09-03,2012,54
1383,1964,2n Cycle,34971.831674929446,49,7,0,0,Single,21,4,2,0,2014-01-12,2014,50
1384,1973,Graduation,20895.0,24,9,0,0,Coupled,45,6,1,0,2012-10-06,2012,39
1385,1948,Graduation,92344.0,9,1,0,0,Coupled,1899,20,0,2,2014-01-15,2014,66
1386,1972,PhD,31656.497291064952,17,7,0,0,Coupled,42,5,1,0,2014-03-02,2014,42
1387,1976,2n Cycle,26907.0,10,7,0,0,Coupled,22,6,2,0,2013-08-20,2013,37
1388,1980,Graduation,44964.0,35,8,0,0,Coupled,41,5,2,0,2012-12-16,2012,32
1389,1979,Graduation,75507.0,56,3,0,0,Coupled,1440,21,0,0,2014-05-02,2014,35
1390,1972,Master,53761.0,7,5,0,0,Coupled,325,17,2,0,2013-10-11,2013,41
1391,1973,Graduation,22682.0,51,4,0,0,Coupled,95,10,1,0,2013-10-03,2013,40
1392,1972,PhD,38887.0,17,7,0,0,Coupled,42,5,1,0,2014-03-02,2014,42
1393,1975,2n Cycle,41658.0,30,4,0,0,Single,72,6,2,0,2012-11-09,2012,37
1394,1972,PhD,29791.0,21,5,0,0,Coupled,20,7,1,0,2014-05-15,2014,42
1395,1956,Master,63915.0,2,5,0,0,Coupled,789,23,2,0,2013-07-30,2013,57
1396,1974,Graduation,39996.0,85,6,0,0,Single,15,4,2,0,2014-05-22,2014,40
1397,1972,Graduation,26759.0,65,6,0,0,Single,59,8,1,0,2014-02-07,2014,42
1398,1968,Master,63841.0,64,6,0,0,Single,908,22,1,0,2013-04-21,2013,45
1399,1969,PhD,51039.0,11,7,0,0,Coupled,417,14,2,0,2012-12-10,2012,43
1400,1961,Graduation,60544.0,92,6,0,0,Coupled,289,15,2,0,2012-08-25,2012,51
1401,1972,Graduation,65685.0,54,5,0,0,Coupled,769,21,1,0,2014-03-29,2014,42
1402,1953,Graduation,37716.0,4,7,0,0,Coupled,188,10,1,0,2014-04-21,2014,61
1403,1957,Graduation,36864.0,53,8,0,1,Single,354,14,1,0,2012-08-13,2012,55
1404,1970,Master,44511.0,39,8,0,0,Coupled,727,26,1,0,2012-10-12,2012,42
1405,1967,PhD,36947.0,49,9,0,0,Coupled,146,11,2,0,2012-08-07,2012,45
1406,1951,Master,47352.0,70,7,0,0,Coupled,319,16,1,0,2013-04-11,2013,62
1407,1953,Master,67087.0,40,4,0,0,Coupled,794,22,1,0,2013-12-17,2013,60
1408,1950,Graduation,57045.0,40,3,0,0,Coupled,454,18,1,0,2012-09-08,2012,62
1409,1953,PhD,36957.0,43,9,0,1,Single,152,11,2,0,2012-09-06,2012,59
1410,1977,PhD,69389.0,17,4,0,0,Coupled,797,22,1,0,2012-09-28,2012,35
1411,1972,Graduation,80134.0,40,6,0,1,Coupled,1690,16,1,3,2013-05-20,2013,41
1412,1969,Master,43142.0,84,7,0,0,Coupled,20,4,2,0,2014-02-18,2014,45
1413,1944,Graduation,80589.0,25,1,0,1,Coupled,1428,21,0,1,2014-01-22,2014,70
1414,1990,Graduation,34412.0,62,9,0,0,Single,209,11,1,0,2013-02-13,2013,23
1415,1979,Graduation,57537.0,83,4,0,0,Single,545,19,1,0,2013-06-10,2013,34
1416,1966,Basic,22634.0,47,8,0,0,Coupled,96,6,0,0,2013-01-16,2013,47
1417,1948,Graduation,51315.0,45,2,0,0,Coupled,222,10,0,0,2014-02-23,2014,66
1418,1972,Graduation,36026.0,34,6,0,0,Coupled,61,7,3,0,2014-03-16,2014,42
1419,1973,Graduation,24639.0,3,6,0,0,Coupled,44,9,2,0,2014-01-28,2014,41
1420,1972,PhD,34578.0,1,6,0,0,Coupled,8,4,3,0,2014-04-11,2014,42
1421,1972,2n Cycle,65704.0,18,1,0,0,Single,817,23,0,0,2013-10-13,2013,41
1422,1966,Graduation,63810.0,45,8,0,0,Single,1371,23,1,1,2012-11-11,2012,46
1423,1969,PhD,54132.0,81,7,0,0,Coupled,42,5,1,0,2014-02-16,2014,45
1424,1959,Graduation,18690.0,77,8,0,0,Coupled,60,5,0,0,2012-12-28,2012,53
1425,1970,Graduation,28164.0,23,7,0,0,Coupled,78,9,1,0,2013-05-04,2013,43
1426,1974,PhD,34596.0,48,8,0,0,Coupled,23,4,1,0,2013-04-13,2013,39
1427,1972,PhD,43269.0,61,8,0,0,Coupled,19,4,1,0,2013-09-16,2013,41
1428,1958,2n Cycle,38741.0,60,7,0,0,Single,61,7,2,0,2014-03-30,2014,56
1429,1972,Graduation,31907.0,75,7,0,0,Single,449,14,0,0,2013-03-04,2013,41
1430,1983,Master,27100.0,64,7,0,0,Coupled,37,5,1,0,2013-04-05,2013,30
1431,1973,2n Cycle,31163.0,54,6,0,0,Single,38,5,1,0,2014-02-13,2014,41
1432,1985,Graduation,92533.0,84,2,0,0,Coupled,1131,23,0,2,2013-12-19,2013,28
1433,1973,Graduation,34853.0,75,6,0,0,Single,34,7,2,0,2013-12-23,2013,40
1434,1967,Graduation,70844.0,16,7,0,0,Single,294,17,2,0,2013-10-30,2013,46
1435,1979,2n Cycle,31086.0,79,8,0,0,Coupled,48,6,2,1,2013-05-04,2013,34
1436,1961,Graduation,60544.0,92,6,0,0,Coupled,289,15,2,0,2012-08-25,2012,51
1437,1986,2n Cycle,20491.0,16,7,0,0,Coupled,30,4,0,0,2013-01-25,2013,27
1438,1964,Graduation,42523.0,96,2,0,0,Coupled,125,7,0,0,2014-04-23,2014,50
1439,1983,Graduation,39922.0,30,8,0,0,Coupled,156,9,1,0,2013-02-14,2013,30
1440,1952,Graduation,33402.0,60,8,0,0,Coupled,70,9,2,0,2013-07-18,2013,61
1441,1949,Master,36408.0,11,6,0,0,Coupled,22,4,2,0,2013-09-21,2013,64
1442,1979,Graduation,21645.0,75,9,0,1,Coupled,65,9,1,0,2012-09-03,2012,33
1443,1948,Master,78427.0,36,3,0,1,Single,1930,23,0,1,2012-10-24,2012,64
1444,1946,Graduation,82657.0,71,4,0,0,Coupled,2283,23,0,2,2013-09-27,2013,67
1445,1958,Graduation,51876.0,88,1,0,0,Coupled,310,13,0,0,2013-10-15,2013,55
1446,1971,2n Cycle,78041.0,93,2,0,0,Coupled,1319,18,0,0,2012-12-16,2012,41
1447,1957,Graduation,52852.0,93,8,0,0,Coupled,879,26,1,1,2012-12-01,2012,55
1448,1982,PhD,70038.0,54,2,0,0,Coupled,1244,17,0,0,2013-10-25,2013,31
1449,1973,2n Cycle,69401.0,41,2,0,0,Coupled,690,17,1,0,2014-03-23,2014,41
1450,1972,Graduation,46053.0,46,5,0,0,Coupled,209,12,1,0,2013-02-17,2013,41
1451,1965,Graduation,77343.0,28,1,0,0,Coupled,1134,17,0,0,2014-06-09,2014,49
1452,1953,Graduation,73892.0,40,1,0,1,Single,1507,23,0,0,2013-11-13,2013,60
1453,1967,PhD,40304.0,82,7,0,0,Single,57,6,1,0,2013-09-30,2013,46
1454,1965,PhD,32727.0,38,8,0,0,Coupled,529,17,0,0,2012-08-28,2012,47
1455,1969,Graduation,68695.0,3,2,0,0,Coupled,1091,16,0,0,2014-06-25,2014,45
1456,1971,Graduation,43300.0,87,8,0,1,Single,180,11,1,0,2012-10-13,2012,41
1457,1972,Graduation,26290.0,49,6,0,0,Coupled,77,10,2,0,2013-01-12,2013,41
1458,1970,Graduation,93790.0,16,2,0,1,Single,2349,25,0,3,2014-02-12,2014,44
